0 0 -0.0003928
0.01 -9.761e-07 -0.0003928
0.02 -1.9522e-06 -0.0003928
0.03 -2.9283e-06 -0.0003928
0.04 -3.9044e-06 -0.0003928
0.05 -4.8805e-06 -0.0003928
0.06 -5.8566e-06 -0.0003928
0.07 -6.8327e-06 -0.0003928
0.08 -7.8088e-06 -0.0003928
0.09 -8.7849e-06 -0.0003928
0.1 -9.761e-06 -0.0003928
0.11 -1.07371e-05 -0.0003928
0.12 -1.17132e-05 -0.0003928
0.13 -1.26893e-05 -0.0003928
0.14 -1.36654e-05 -0.0003928
0.15 -1.46415e-05 -0.0003928
0.16 -1.56176e-05 -0.0003928
0.17 -1.65937e-05 -0.0003928
0.18 -1.75698e-05 -0.0003928
0.19 -1.85459e-05 -0.0003928
0.2 -1.9522e-05 -0.0003928
0.21 -2.04981e-05 -0.0003928
0.22 -2.14742e-05 -0.0003928
0.23 -2.24503e-05 -0.0003928
0.24 -2.34264e-05 -0.0003928
0.25 -2.44025e-05 -0.0003928
0.26 -2.53786e-05 -0.0003928
0.27 -2.63547e-05 -0.0003928
0.28 -2.73308e-05 -0.0003928
0.29 -2.83069e-05 -0.0003928
0.3 -2.9283e-05 -0.0003928
0.31 -3.02591e-05 -0.0003928
0.32 -3.12352e-05 -0.0003928
0.33 -3.22113e-05 -0.0003928
0.34 -3.31874e-05 -0.0003928
0.35 -3.41635e-05 -0.0003928
0.36 -3.51396e-05 -0.0003928
0.37 -3.61157e-05 -0.0003928
0.38 -3.70918e-05 -0.0003928
0.39 -3.80679e-05 -0.0003928
0.4 -3.9044e-05 -0.0003928
0.41 -4.00201e-05 -0.0003928
0.42 -4.09962e-05 -0.0003928
0.43 -4.19723e-05 -0.0003928
0.44 -4.29484e-05 -0.0003928
0.45 -4.39245e-05 -0.0003928
0.46 -4.49006e-05 -0.0003928
0.47 -4.58767e-05 -0.0003928
0.48 -4.68528e-05 -0.0003928
0.49 -4.78289e-05 -0.0003928
0.5 -4.8805e-05 -0.0003928
0.51 -4.97811e-05 -0.0003928
0.52 -5.07572e-05 -0.0003928
0.53 -5.17333e-05 -0.0003928
0.54 -5.27094e-05 -0.0003928
0.55 -5.36855e-05 -0.0003928
0.56 -5.46616e-05 -0.0003928
0.57 -5.56377e-05 -0.0003928
0.58 -5.66138e-05 -0.0003928
0.59 -5.75899e-05 -0.0003928
0.6 -5.8566e-05 -0.0003928
0.61 -5.95421e-05 -0.0003928
0.62 -6.05182e-05 -0.0003928
0.63 -6.14943e-05 -0.0003928
0.64 -6.24704e-05 -0.0003928
0.65 -6.34465e-05 -0.0003928
0.66 -6.44226e-05 -0.0003928
0.67 -6.53987e-05 -0.0003928
0.68 -6.63748e-05 -0.0003928
0.69 -6.73509e-05 -0.0003928
0.7 -6.8327e-05 -0.0003928
0.71 -6.93031e-05 -0.0003928
0.72 -7.02792e-05 -0.0003928
0.73 -7.12553e-05 -0.0003928
0.74 -7.22314e-05 -0.0003928
0.75 -7.32075e-05 -0.0003928
0.76 -7.41836e-05 -0.0003928
0.77 -7.51597e-05 -0.0003928
0.78 -7.61358e-05 -0.0003928
0.79 -7.71119e-05 -0.0003928
0.8 -7.8088e-05 -0.0003928
0.81 -7.90641e-05 -0.0003928
0.82 -8.00402e-05 -0.0003928
0.83 -8.10163e-05 -0.0003928
0.84 -8.19924e-05 -0.0003928
0.85 -8.29685e-05 -0.0003928
0.86 -8.39446e-05 -0.0003928
0.87 -8.49207e-05 -0.0003928
0.88 -8.58968e-05 -0.0003928
0.89 -8.68729e-05 -0.0003928
0.9 -8.7849e-05 -0.0003928
0.91 -8.88251e-05 -0.0003928
0.92 -8.98012e-05 -0.0003928
0.93 -9.07773e-05 -0.0003928
0.94 -9.17534e-05 -0.0003928
0.95 -9.27295e-05 -0.0003928
0.96 -9.37056e-05 -0.0003928
0.97 -9.46817e-05 -0.0003928
0.98 -9.56578e-05 -0.0003928
0.99 -9.66339e-05 -0.0003928
1 -9.761e-05 -0.0003928
1.01 -9.85861e-05 -0.0003928
1.02 -9.95622e-05 -0.0003928
1.03 -0.000100538 -0.0003928
1.04 -0.000101514 -0.0003928
1.05 -0.000102491 -0.0003928
1.06 -0.000103467 -0.0003928
1.07 -0.000104443 -0.0003928
1.08 -0.000105419 -0.0003928
1.09 -0.000106395 -0.0003928
1.1 -0.000107371 -0.0003928
1.11 -0.000108347 -0.0003928
1.12 -0.000109323 -0.0003928
1.13 -0.000110299 -0.0003928
1.14 -0.000111275 -0.0003928
1.15 -0.000112252 -0.0003928
1.16 -0.000113228 -0.0003928
1.17 -0.000114204 -0.0003928
1.18 -0.00011518 -0.0003928
1.19 -0.000116156 -0.0003928
1.2 -0.000117132 -0.0003928
1.21 -0.000118108 -0.0003928
1.22 -0.000119084 -0.0003928
1.23 -0.00012006 -0.0003928
1.24 -0.000121036 -0.0003928
1.25 -0.000122013 -0.0003928
1.26 -0.000122989 -0.0003928
1.27 -0.000123965 -0.0003928
1.28 -0.000124941 -0.0003928
1.29 -0.000125917 -0.0003928
1.3 -0.000126893 -0.0003928
1.31 -0.000127869 -0.0003928
1.32 -0.000128845 -0.0003928
1.33 -0.000129821 -0.0003928
1.34 -0.000130797 -0.0003928
1.35 -0.000131774 -0.0003928
1.36 -0.00013275 -0.0003928
1.37 -0.000133726 -0.0003928
1.38 -0.000134702 -0.0003928
1.39 -0.000135678 -0.0003928
1.4 -0.000136654 -0.0003928
1.41 -0.00013763 -0.0003928
1.42 -0.000138606 -0.0003928
1.43 -0.000139582 -0.0003928
1.44 -0.000140558 -0.0003928
1.45 -0.000141535 -0.0003928
1.46 -0.000142511 -0.0003928
1.47 -0.000143487 -0.0003928
1.48 -0.000144463 -0.0003928
1.49 -0.000145439 -0.0003928
1.5 -0.000146415 -0.0003928
1.51 -0.000147391 -0.0003928
1.52 -0.000148367 -0.0003928
1.53 -0.000149343 -0.0003928
1.54 -0.000150319 -0.0003928
1.55 -0.000151296 -0.0003928
1.56 -0.000152272 -0.0003928
1.57 -0.000153248 -0.0003928
1.58 -0.000154224 -0.0003928
1.59 -0.0001552 -0.0003928
